"코드","발주처명","상위코드"
"7000830","전남대학교","1000000"
"7000751","안동대학교","1000000"
"7000705","순천대학교","1000000"
"7000641","서울대학교 행정대학원","1000000"
"7000630","서울대학교 인문대학","1000000"
"7000627","서울대학교 의과대학","1000000"
"7000621","서울대학교 사회과학대학","1000000"
"7000613","서울대학교 농업생명과학대학","1000000"
"7000608","서울대학교 경영대학","1000000"
"7000607","서울대학교 간호대학","1000000"
"7000463","부산대학교","1000000"
"7000452","목포해양대학교","1000000"
"7000392","목포대학교","1000000"
"7000377","금오공과대학교","1000000"
"7000329","군산대학교","1000000"
"7000303","공주대학교 산업과학대학","1000000"
"7000283","공주대학교","1000000"
"7000126","경북대학교","1000000"
"7000055","강원대학교","1000000"
"6540282","전북특별자치도 도로관리사업소","6540000"
"6540278","전북특별자치도 산림환경연구소","6540000"
"6540273","전북특별자치도 수산기술연구소","6540000"
"6540257","전북특별자치도 부안소방서","6540000"
"6540099","전북특별자치도 농업기술원","6540000"
"6540057","전북특별자치도 소방본부","6540000"
"6540000","전북특별자치도","6540000"
"6530376","강원특별자치도 글로벌본부","6530000"
"6530370","강원특별자치도 의회사무처","6530000"
"6530361","강원특별자치도 도로관리사업소 북부지소","6530000"
"6530360","강원특별자치도 도로관리사업소 태백지소","6530000"
"6530359","강원특별자치도 도로관리사업소 강릉지소","6530000"
"6530357","강원특별자치도 도로관리사업소","6530000"
"6530354","강원특별자치도 산림과학연구원 동부지원","6530000"
"6530343","강원특별자치도 동물위생시험소","6530000"
"6530335","강원특별자치도 서울본부","6530000"
"6530323","강원특별자치도 강원도립대학교 산학협력단","6530000"
"6530316","강원특별자치도 강원도립대학교","6530000"
"6530132","강원특별자치도 소방학교","6530000"
"6530108","강원특별자치도 보건환경연구원","6530000"
"6530000","강원특별자치도","6530000"
"6520040","제주특별자치도 서귀포시 서홍동","6500000"
"6520032","제주특별자치도 서귀포시 표선면","6500000"
"6520030","제주특별자치도 서귀포시 성산읍","6500000"
"6520029","제주특별자치도 서귀포시 남원읍","6500000"
"6520028","제주특별자치도 서귀포시 대정읍","6500000"
"6520000","제주특별자치도 서귀포시","6500000"
"6510214","제주특별자치도 제주시 도시건설국 상하수도과","6500000"
"6510056","제주특별자치도 제주시 아라동","6500000"
"6510043","제주특별자치도 제주시 우도면","6500000"
"6510041","제주특별자치도 제주시 한경면","6500000"
"6510040","제주특별자치도 제주시 조천읍","6500000"
"6510039","제주특별자치도 제주시 구좌읍","6500000"
"6510038","제주특별자치도 제주시 애월읍","6500000"
"6510037","제주특별자치도 제주시 한림읍","6500000"
"6510000","제주특별자치도 제주시","6500000"
"6500548","제주특별자치도 소방안전본부","6500000"
"6500317","제주특별자치도 상하수도본부","6500000"
"6500316","제주특별자치도 동부소방서","6500000"
"6500073","제주특별자치도 농업기술원","6500000"
"6500069","제주특별자치도 의회사무처","6500000"
"6500000","제주특별자치도","6500000"
"6481173","경상남도 동물위생시험소 북부지소","6480000"
"6481171","경상남도 동물위생시험소 중부지소","6480000"
"6481079","경상남도 김해동부소방서","6480000"
"6480934","경상남도 산림환경연구원 금원산산림자원관리소","6480000"
"6480912","경상남도 인재개발원","6480000"
"6480901","경상남도 환경교육원","6480000"
"6480900","경상남도 수산자원연구소 민물고기연구센터","6480000"
"6480597","경상남도 합천소방서","6480000"
"6480363","경상남도 도립미술관","6480000"
"6480346","경상남도 수산자원연구소","6480000"
"6480194","경상남도 통영소방서","6480000"
"6480106","경상남도 도로관리사업소 진주지소","6480000"
"6480102","경상남도 도로관리사업소","6480000"
"6480091","경상남도 산림환경연구원","6480000"
"6480078","경상남도 보건환경연구원","6480000"
"6480053","경상남도 의회사무처","6480000"
"6480000","경상남도","6480000"
"6471521","경상북도 119산불특수대응단","6470000"
"6471395","경상북도 경북도서관","6470000"
"6471273","경상북도 북부건설사업소","6470000"
"6471269","경상북도 남부건설사업소","6470000"
"6471257","경상북도 청도소방서","6470000"
"6470993","경상북도 경북도립대학교","6470000"
"6470932","경상북도 산림자원개발원","6470000"
"6470332","경상북도 농업기술원","6470000"
"6470240","경상북도 구미소방서","6470000"
"6470210","경상북도 소방학교","6470000"
"6470166","경상북도 보건환경연구원 북부지원","6470000"
"6470163","경상북도 보건환경연구원","6470000"
"6470000","경상북도","6470000"
"6461427","전라남도 신안소방서","6460000"
"6461302","전라남도 종자관리소","6460000"
"6460725","전라남도 도로관리사업소","6460000"
"6460209","전라남도 광양소방서","6460000"
"6460077","전라남도 농업기술원","6460000"
"6460000","전라남도","6460000"
"6451351","전라북도 동물위생시험소","6450000"
"6451149","전라북도 수산기술연구소","6450000"
"6450136","전라북도 도로관리사업소","6450000"
"6450080","전라북도 농업기술원","6450000"
"6450000","전라북도","6450000"
"6441413","충청남도 건설본부 건설사업부 서부사무소","6440000"
"6441412","충청남도 건설본부 건설사업부 동부사무소","6440000"
"6441406","충청남도 건설본부","6440000"
"6440953","충청남도 산림자원연구소","6440000"
"6440071","충청남도 보건환경연구원","6440000"
"6440000","충청남도","6440000"
"6431005","충청북도 도로관리사업소 남부지소","6430000"
"6431004","충청북도 도로관리사업소 북부지소","6430000"
"6430994","충청북도 충북안전체험관","6430000"
"6430859","충청북도 동물위생시험소","6430000"
"6430755","충청북도 괴산소방서","6430000"
"6430701","충청북도 옥천소방서","6430000"
"6430340","충청북도 자치연수원","6430000"
"6430288","충청북도 청남대관리사업소","6430000"
"6430236","충청북도 청주동부소방서","6430000"
"6430133","충청북도 증평소방서","6430000"
"6430128","충청북도 영동소방서","6430000"
"6430122","충청북도 제천소방서","6430000"
"6430096","충청북도 도로관리사업소","6430000"
"6430080","충청북도 산림환경연구소","6430000"
"6430048","충청북도 농업기술원","6430000"
"6430044","충청북도 의회사무처","6430000"
"6430000","충청북도","6430000"
"6412808","경기도북부소방재난본부","6410000"
"6412035","경기도 경기도종자관리소","6410000"
"6411997","경기도 경기도수자원본부","6410000"
"6410917","경기도 일산소방서","6410000"
"6410848","경기도 양평소방서","6410000"
"6410761","경기도 광주소방서","6410000"
"6410593","경기도 경기도건설본부","6410000"
"6410563","경기도 경기도농업기술원","6410000"
"6410556","경기도 경기도소방학교","6410000"
"6410415","경기도 파주소방서","6410000"
"6410262","경기도 동두천소방서","6410000"
"6410221","경기도 안양소방서","6410000"
"6410193","경기도 성남소방서","6410000"
"6410000","경기도","6410000"
"6310667","울산광역시 서울주소방서","6310000"
"6310666","울산광역시 남울주소방서","6310000"
"6310467","울산광역시 북부소방서","6310000"
"6310059","울산광역시 남부소방서","6310000"
"6310056","울산광역시 동부소방서","6310000"
"6310052","울산광역시 중부소방서","6310000"
"6310045","울산광역시 의회사무처","6310000"
"6310042","울산광역시 소방본부","6310000"
"6310000","울산광역시","6310000"
"6300335","대전광역시 하천관리사업소","6300000"
"6300207","대전광역시 건설관리본부","6300000"
"6300118","대전광역시 상수도사업본부 유성사업소","6300000"
"6300117","대전광역시 상수도사업본부 서부사업소","6300000"
"6300116","대전광역시 상수도사업본부 중부사업소","6300000"
"6300000","대전광역시","6300000"
"6291026","광주광역시 시립수목원관리사무소","6290000"
"6291012","광주광역시 119특수대응단","6290000"
"6290895","광주광역시 상수도사업본부 서남광산수도사업소","6290000"
"6290894","광주광역시 상수도사업본부 동북수도사업소","6290000"
"6290663","광주광역시 푸른도시사업소","6290000"
"6290411","광주광역시 종합건설본부","6290000"
"6290264","광주광역시 남부소방서","6290000"
"6290208","광주광역시 시립미술관","6290000"
"6290196","광주광역시 소방안전본부","6290000"
"6290173","광주광역시 북부소방서","6290000"
"6290166","광주광역시 광산소방서","6290000"
"6290132","광주광역시 우치공원관리소","6290000"
"6290131","광주광역시 각화동농산물도매시장관리사무소","6290000"
"6290094","광주광역시 상수도사업본부 덕남정수사업소","6290000"
"6290093","광주광역시 상수도사업본부 용연정수사업소","6290000"
